image_num,label,subfolder,w103_000,w103_001,w103_002,w103_010,w103_011,w103_012,w103_020,w103_021,w103_022,w103_100,w103_101,w103_102,w103_110,w103_111,w103_112,w103_120,w103_121,w103_122,w103_200,w103_201,w103_202,w103_210,w103_211,w103_212,w103_220,w103_221,w103_222,w104_EVal0,w104_EVal1,w104_EVal2,w104_EVal3,w104_EVal4,w104_EVal5,msm_ql_0,msm_ql_1,msm_ql_2,msm_ql_3,msm_ql_4,msm_ql_5,msm_ql_6,msm_ql_7,msm_ql_8,msm_wl_0,msm_wl_1,msm_wl_2,msm_wl_3,msm_wl_4,msm_wl_5,msm_wl_6,msm_wl_7,msm_wl_8
317,0,train,6.57070707071,0.112373737374,17.6628787879,0.112373737374,2.50631313131,0.80303030303,17.6628787879,0.80303030303,-9.07702020202,0.112373737374,2.50631313131,0.80303030303,2.50631313131,-9.99368686869,-9.85606060606,0.80303030303,-9.85606060606,9.88131313131,17.6628787879,0.80303030303,-9.07702020202,0.80303030303,-9.85606060606,9.88131313131,-9.07702020202,9.88131313131,-7.80681818182,69.4534346999,82.9765182225,115.478885451,183.747682756,209.536302895,429.578545146,1.0,2.03277517648e-15,0.241574026941,0.0647322686347,0.188060888822,0.0562347103525,0.168285955982,0.0434253823781,0.525739455892,1.0,4.62683091414e-22,-0.143936976608,7.25735289081e-08,0.0994209225601,6.22050859846e-08,-0.0474453998621,-1.04733860965e-07,0.195802921496
552,0,train,0.861111111111,21.3888888889,-0.25,21.3888888889,11.1944444444,5.77777777778,-0.25,5.77777777778,-12.0555555556,21.3888888889,11.1944444444,5.77777777778,11.1944444444,-19.1111111111,4.83333333333,5.77777777778,4.83333333333,-2.27777777778,-0.25,5.77777777778,-12.0555555556,5.77777777778,4.83333333333,-2.27777777778,-12.0555555556,-2.27777777778,-4.58333333333,45.6395942589,53.9770382821,89.7224268941,110.501280835,136.435970077,292.044842622,1.0,1.86100278773e-17,0.248883419784,0.116049180151,0.188232070165,0.0968155604468,0.179342488901,0.0736683893662,0.527334858012,1.0,3.69737332206e-23,-0.142822194718,-1.1349506538e-07,0.0910277982765,9.62322536349e-08,-0.0644331277329,-8.55046256538e-08,0.196738041063
542,0,train,-10.0416666667,-5.375,11.6111111111,-5.375,17.2083333333,-7.43939393939,11.6111111111,-7.43939393939,-7.16666666667,-5.375,17.2083333333,-7.43939393939,17.2083333333,-3.0,-10.3093434343,-7.43939393939,-10.3093434343,8.375,11.6111111111,-7.43939393939,-7.16666666667,-7.43939393939,-10.3093434343,8.375,-7.16666666667,8.375,-1.30176767677,53.637287177,78.250348669,100.401521175,118.875249378,151.479984514,321.124331444,1.0,8.6541362534e-17,0.219508230635,0.0960936600105,0.177297722442,0.0664330054998,0.167319423925,0.0587404104006,0.522193101909,1.0,7.39894593785e-23,-0.108668055232,1.24443517116e-08,0.0872093481637,9.91410854372e-08,-0.0606977543434,7.87607626771e-08,0.197811833837
899,1,train,-38.6565656566,8.44444444444,-2.61111111111,8.44444444444,15.9116161616,-12.6313131313,-2.61111111111,-12.6313131313,22.7449494949,8.44444444444,15.9116161616,-12.6313131313,15.9116161616,-8.82828282828,-5.67171717172,-12.6313131313,-5.67171717172,0.383838383838,-2.61111111111,-12.6313131313,22.7449494949,-12.6313131313,-5.67171717172,0.383838383838,22.7449494949,0.383838383838,8.28282828283,88.0208500944,91.1610396757,165.771986951,223.846843575,297.864107914,492.269561829,1.0,6.40426497729e-16,0.181282862715,0.0842325915577,0.221332897295,0.0684333670834,0.148368556647,0.0432060841512,0.527887935301,1.0,8.90159064009e-23,0.0845217054648,-1.20723107168e-07,0.116406741865,9.10937422462e-08,0.0354224654063,6.07911061413e-08,0.20025701857
889,1,train,-13.5,0.847222222222,16.3194444444,0.847222222222,2.29166666667,-12.1666666667,16.3194444444,-12.1666666667,11.2083333333,0.847222222222,2.29166666667,-12.1666666667,2.29166666667,-7.48611111111,-0.138888888889,-12.1666666667,-0.138888888889,6.63888888889,16.3194444444,-12.1666666667,11.2083333333,-12.1666666667,-0.138888888889,6.63888888889,11.2083333333,6.63888888889,-16.1805555556,46.1096909034,72.6251461426,97.8711652551,129.991359044,207.505137065,332.394436105,1.0,1.07989855284e-15,0.22016123727,0.0929228925772,0.217263906859,0.0667749687151,0.175642475659,0.0581561136195,0.527806989804,1.0,1.60651394334e-22,0.119559595042,-9.7952769496e-08,0.110563880155,8.0035220009e-08,0.0473331677985,-1.45697602844e-07,0.1996641457
1016,1,train,19.7361111111,1.77777777778,5.54166666667,1.77777777778,-4.22222222222,4.5,5.54166666667,4.5,-15.5138888889,1.77777777778,-4.22222222222,4.5,-4.22222222222,-6.84722222222,-4.125,4.5,-4.125,5.06944444444,5.54166666667,4.5,-15.5138888889,4.5,-4.125,5.06944444444,-15.5138888889,5.06944444444,-1.41666666667,51.8919711018,55.6407127373,82.0627781235,146.698751268,201.189122773,327.196912736,1.0,1.97115555476e-15,0.218522900665,0.0723431447074,0.261006961976,0.06545860299,0.167461345355,0.0423952716514,0.54677983634,1.0,8.89065434136e-23,-0.114052232396,6.09629035875e-08,0.138837193829,-6.7285261111e-08,0.011607940034,3.57439956558e-08,0.205112792983
61,1,train,-29.0012626263,-4.88888888889,1.68055555556,-4.88888888889,17.5631313131,-4.85858585859,1.68055555556,-4.85858585859,11.4381313131,-4.88888888889,17.5631313131,-4.85858585859,17.5631313131,4.79671717172,-6.04671717172,-4.85858585859,-6.04671717172,0.0921717171717,1.68055555556,-4.85858585859,11.4381313131,-4.85858585859,-6.04671717172,0.0921717171717,11.4381313131,0.0921717171717,4.36616161616,51.844009958,75.9573220659,94.3853017062,183.957234842,203.571869882,348.262964753,1.0,1.35081823914e-15,0.183090441,0.0830603002992,0.247126534163,0.0780708832191,0.139327018151,0.0457580330872,0.538619884969,1.0,8.88025251365e-23,-0.0818514893574,-1.13294016236e-07,0.131279473445,-7.28549313803e-08,0.0513722220905,5.44029639162e-08,0.203668074869
493,0,train,11.8901515152,2.25126262626,7.91919191919,2.25126262626,-5.6553030303,9.07575757576,7.91919191919,9.07575757576,-6.23484848485,2.25126262626,-5.6553030303,9.07575757576,-5.6553030303,-7.58585858586,1.54419191919,9.07575757576,1.54419191919,5.3345959596,7.91919191919,9.07575757576,-6.23484848485,9.07575757576,1.54419191919,5.3345959596,-6.23484848485,5.3345959596,-9.46338383838,67.3049184808,102.916801337,134.763464647,180.569890579,247.872840075,432.218156594,1.0,3.77765814069e-16,0.20608597677,0.0487403643403,0.174162136715,0.0351002048441,0.149858536008,0.0304302722657,0.512423845416,1.0,1.25354917579e-22,0.0873815316953,7.08670518271e-08,0.0896494504263,-4.66022843163e-08,0.0481529467662,-7.3451381618e-08,0.192417340149
941,0,train,-13.4444444444,-11.0555555556,12.6388888889,-11.0555555556,10.8888888889,-6.0,12.6388888889,-6.0,2.55555555556,-11.0555555556,10.8888888889,-6.0,10.8888888889,2.61111111111,-8.52777777778,-6.0,-8.52777777778,8.44444444444,12.6388888889,-6.0,2.55555555556,-6.0,-8.52777777778,8.44444444444,2.55555555556,8.44444444444,-4.11111111111,44.9796937632,61.1217624587,84.9322935339,113.766171168,162.156584736,266.243829016,1.0,3.36717034389e-16,0.181884399537,0.0982035084162,0.209961036387,0.0696855056272,0.147161963125,0.0550722350167,0.525782252622,1.0,5.19668979961e-23,0.108857097386,1.21665575488e-07,0.110066322314,-1.05015614588e-07,0.0416532781189,-8.97913540345e-08,0.201258613947
839,0,train,38.0820707071,-11.8636363636,20.4053030303,-11.8636363636,-21.8535353535,13.6565656566,20.4053030303,13.6565656566,-16.2285353535,-11.8636363636,-21.8535353535,13.6565656566,-21.8535353535,7.70075757576,-7.1553030303,13.6565656566,-7.1553030303,4.16287878788,20.4053030303,13.6565656566,-16.2285353535,13.6565656566,-7.1553030303,4.16287878788,-16.2285353535,4.16287878788,-13.25,69.5110422549,88.8444507607,125.188343918,189.393502448,241.615007925,409.961767886,1.0,3.4618783989e-15,0.185283710752,0.116829423422,0.212083487781,0.0945196646486,0.135171716057,0.0656139014636,0.52676096512,1.0,3.55119223475e-22,0.0454854784673,1.59973969012e-07,0.113045227646,-1.10647602372e-07,0.0375105647832,-1.34291963077e-07,0.198872219169
951,0,train,16.5441919192,6.76388888889,16.6111111111,6.76388888889,1.99873737374,13.3282828283,16.6111111111,13.3282828283,-18.5429292929,6.76388888889,1.99873737374,13.3282828283,1.99873737374,-15.2323232323,0.52398989899,13.3282828283,0.52398989899,8.46843434343,16.6111111111,13.3282828283,-18.5429292929,13.3282828283,0.52398989899,8.46843434343,-18.5429292929,8.46843434343,-17.1351010101,67.5715500557,102.783417235,144.482841482,210.301439154,251.390398182,466.523266374,1.0,3.36338361187e-15,0.177811740117,0.0813442534253,0.2613333086,0.0623167349403,0.144750060063,0.0506354714635,0.549718912325,1.0,1.47044750205e-22,-0.0766290694781,1.43016819235e-07,0.140147307381,-7.77498613259e-08,-0.0566371326671,-1.1337689549e-07,0.209382174041
276,1,train,-27.6388888889,6.01388888889,6.23611111111,6.01388888889,17.8194444444,-9.83333333333,6.23611111111,-9.83333333333,9.81944444444,6.01388888889,17.8194444444,-9.83333333333,17.8194444444,-9.40277777778,-3.22222222222,-9.83333333333,-3.22222222222,3.38888888889,6.23611111111,-9.83333333333,9.81944444444,-9.83333333333,-3.22222222222,3.38888888889,9.81944444444,3.38888888889,-3.01388888889,56.6261997302,68.8310449868,100.709564917,137.544083399,151.162382732,284.767041458,1.0,1.67222657897e-15,0.157701185948,0.107835210916,0.164924804684,0.0873182832307,0.112034999328,0.0578777449987,0.507176119921,1.0,1.00561262407e-22,0.0545704567369,1.57735177973e-07,0.0833789408701,-8.24061217071e-08,0.0445625246441,-1.20629931508e-07,0.192986106478
829,0,train,3.84722222222,8.38888888889,7.56944444444,8.38888888889,1.47222222222,-1.11111111111,7.56944444444,-1.11111111111,-5.31944444444,8.38888888889,1.47222222222,-1.11111111111,1.47222222222,-12.3194444444,-1.09722222222,-1.11111111111,-1.09722222222,3.93055555556,7.56944444444,-1.11111111111,-5.31944444444,-1.11111111111,-1.09722222222,3.93055555556,-5.31944444444,3.93055555556,-6.47222222222,45.2212467065,80.3471833038,98.6879588663,146.824982273,202.254363439,489.331358277,1.0,1.09824053633e-15,0.339164600779,0.0404814005234,0.278830001315,0.0401184318375,0.268605077766,0.0265565129643,0.579277721343,1.0,1.32862142133e-22,-0.206784338549,4.82438343728e-08,0.146262277595,5.4235088943e-08,-0.109734956602,-5.14529530792e-08,0.219134099651
923,0,train,-14.2664141414,-0.569444444444,13.9722222222,-0.569444444444,3.77904040404,-4.88383838384,13.9722222222,-4.88383838384,10.4873737374,-0.569444444444,3.77904040404,-4.88383838384,3.77904040404,-9.7398989899,-8.69065656566,-4.88383838384,-8.69065656566,10.3093434343,13.9722222222,-4.88383838384,10.4873737374,-4.88383838384,-8.69065656566,10.3093434343,10.4873737374,10.3093434343,-5.28156565657,71.5353995153,97.272705045,134.14703899,233.912991299,305.161561945,600.147204341,1.0,4.10648927508e-16,0.298592299541,0.0487141420154,0.198076223923,0.0386655179303,0.199607980071,0.0275959166651,0.528246418575,1.0,9.0903561065e-23,-0.173640380029,5.69030600525e-08,0.0974868247066,-3.22928238313e-08,-0.0329019636224,-5.78847506798e-08,0.189605858907
933,0,train,0.989898989899,0.140151515152,12.2184343434,0.140151515152,3.31944444444,7.22727272727,12.2184343434,7.22727272727,-4.30934343434,0.140151515152,3.31944444444,7.22727272727,3.31944444444,-6.23863636364,-0.777777777778,7.22727272727,-0.777777777778,6.09848484848,12.2184343434,7.22727272727,-4.30934343434,7.22727272727,-0.777777777778,6.09848484848,-4.30934343434,6.09848484848,-11.4406565657,51.3589254258,72.8533207462,88.7589830113,158.288047552,188.099386456,344.006460239,1.0,2.32637106867e-16,0.215415933216,0.0589475928131,0.228596449228,0.0452731167923,0.152599692486,0.0402004181165,0.536428710163,1.0,1.01493400671e-22,-0.125998664615,-9.17097037212e-08,0.120895843509,3.7221168328e-08,0.0368982441002,-8.81809306365e-08,0.20114465745
797,0,train,2.20454545454,5.93813131313,11.5189393939,5.93813131313,9.70075757576,3.61111111111,11.5189393939,3.61111111111,-11.9053030303,5.93813131313,9.70075757576,3.61111111111,9.70075757576,-6.69065656566,-1.22727272727,3.61111111111,-1.22727272727,0.752525252525,11.5189393939,3.61111111111,-11.9053030303,3.61111111111,-1.22727272727,0.752525252525,-11.9053030303,0.752525252525,-10.2916666667,38.1410747353,60.4175897816,74.3644161545,133.391620174,162.347032301,365.751749176,1.0,2.10168004766e-15,0.310750543067,0.0721900314028,0.261601624299,0.0562628677845,0.238141796956,0.0429400039346,0.563505731356,1.0,8.30066039933e-23,-0.189454936342,5.65595577941e-08,0.13569045459,6.27046256052e-08,-0.0906610220517,-8.98353118762e-08,0.211009223629
787,0,train,-19.9595959596,-3.54292929293,4.2904040404,-3.54292929293,10.7904040404,-6.80303030303,4.2904040404,-6.80303030303,9.16919191919,-3.54292929293,10.7904040404,-6.80303030303,10.7904040404,2.04797979798,-2.08838383838,-6.80303030303,-2.08838383838,1.49494949495,4.2904040404,-6.80303030303,9.16919191919,-6.80303030303,-2.08838383838,1.49494949495,9.16919191919,1.49494949495,-2.20202020202,45.1403452723,63.4677084037,88.5588609027,141.573097194,142.927047626,341.428210542,1.0,3.7498543659e-16,0.284687494273,0.0718581603289,0.162309218746,0.0586020195975,0.185955932741,0.0392421700598,0.512260672145,1.0,1.13858900603e-22,-0.173967827813,1.23881332453e-07,0.0680806223452,-4.27813846363e-08,0.0445750200986,-5.99471431584e-08,0.182530302003
589,0,train,-22.2348484848,-6.94444444444,7.44444444444,-6.94444444444,10.1590909091,-3.86363636364,7.44444444444,-3.86363636364,12.0757575758,-6.94444444444,10.1590909091,-3.86363636364,10.1590909091,4.53282828283,-1.03282828283,-3.86363636364,-1.03282828283,2.41161616162,7.44444444444,-3.86363636364,12.0757575758,-3.86363636364,-1.03282828283,2.41161616162,12.0757575758,2.41161616162,-6.41161616162,47.4685301248,54.9238311306,83.4724095501,113.711993198,177.190833104,287.648062323,1.0,1.84126176005e-15,0.208106295187,0.0858904941844,0.244416967227,0.0809207628853,0.179534117386,0.0490745269337,0.537822552136,1.0,1.82579170175e-22,0.0918524397484,1.29696341369e-07,0.127863791502,6.79908398418e-08,-0.0430111203587,-8.58233856999e-08,0.205739862116
599,0,train,-24.3371212121,-17.8497474747,2.11363636364,-17.8497474747,17.2916666667,-3.90909090909,2.11363636364,-3.90909090909,7.04545454545,-17.8497474747,17.2916666667,-3.90909090909,17.2916666667,12.6994949495,-8.22348484848,-3.90909090909,-8.22348484848,5.15025252525,2.11363636364,-3.90909090909,7.04545454545,-3.90909090909,-8.22348484848,5.15025252525,7.04545454545,5.15025252525,6.10984848485,52.1423252577,56.1629739257,95.6328003204,124.025878462,166.461076849,311.203588928,1.0,7.97103624291e-16,0.233812819317,0.110678339485,0.181281362392,0.0975596449044,0.159146124944,0.0622082250994,0.517315613766,1.0,2.30931491504e-22,-0.111258620427,-1.4036692434e-07,0.0916207719376,-1.0137670201e-07,-0.0255131509411,9.52333155774e-08,0.190982954702
983,1,train,20.952020202,10.8825757576,12.3244949495,10.8825757576,6.32702020202,1.06060606061,12.3244949495,1.06060606061,-27.279040404,10.8825757576,6.32702020202,1.06060606061,6.32702020202,-13.2007575758,-9.30050505051,1.06060606061,-9.30050505051,2.31818181818,12.3244949495,1.06060606061,-27.279040404,1.06060606061,-9.30050505051,2.31818181818,-27.279040404,2.31818181818,-3.02398989899,71.7143842074,86.3212198834,124.778393419,199.215953195,285.79401265,469.517794258,1.0,1.4677315614e-15,0.221506696719,0.0815051178,0.244078095756,0.07342633058,0.161669392346,0.0533210318925,0.543745349466,1.0,1.86936761835e-22,-0.0993437074176,-5.22018642876e-08,0.129872703643,5.59601087589e-08,0.0327486837143,-5.66017773347e-08,0.204313178045
530,0,train,-4.27272727273,2.51893939394,6.29924242424,2.51893939394,5.56439393939,2.24747474747,6.29924242424,2.24747474747,-1.29166666667,2.51893939394,5.56439393939,2.24747474747,5.56439393939,-4.43560606061,1.09090909091,2.24747474747,1.09090909091,1.91666666667,6.29924242424,2.24747474747,-1.29166666667,2.24747474747,1.09090909091,1.91666666667,-1.29166666667,1.91666666667,-7.39015151515,36.5670154764,56.9270843695,82.5035604804,150.593173112,178.674517706,401.512438673,1.0,1.90049075785e-16,0.339336578394,0.033694841268,0.214498679775,0.0284429090076,0.232527306588,0.0185037096849,0.54594365227,1.0,4.30111453589e-23,-0.200854097792,4.50274834279e-08,0.0993457574834,2.57884002129e-08,-0.0463601351729,-5.15450699028e-08,0.196027195206
9,0,train,-7.91666666667,13.3472222222,-1.29166666667,13.3472222222,-5.79166666667,-8.66666666667,-1.29166666667,-8.66666666667,13.7083333333,13.3472222222,-5.79166666667,-8.66666666667,-5.79166666667,-7.23611111111,7.75,-8.66666666667,7.75,-6.11111111111,-1.29166666667,-8.66666666667,13.7083333333,-8.66666666667,7.75,-6.11111111111,13.7083333333,-6.11111111111,-6.45833333333,55.8730784309,78.4960962423,98.2097489023,181.272017883,205.640981903,367.098790172,1.0,6.72095141261e-17,0.204682106439,0.0735023681753,0.220971697782,0.0484853530759,0.136253256556,0.0444903685436,0.531921697978,1.0,2.31725670241e-23,-0.0998413701469,-1.06104361771e-07,0.113461203637,4.33141239925e-08,0.0510041879933,-8.82891558639e-08,0.200174375719
458,0,train,17.4911616162,-1.95075757576,0.171717171717,-1.95075757576,-11.4861111111,1.19191919192,0.171717171717,1.19191919192,-6.00505050505,-1.95075757576,-11.4861111111,1.19191919192,-11.4861111111,-2.09848484848,0.402777777778,1.19191919192,0.402777777778,4.04924242424,0.171717171717,1.19191919192,-6.00505050505,1.19191919192,0.402777777778,4.04924242424,-6.00505050505,4.04924242424,-0.574494949495,35.4400407028,46.9154577536,70.3429233319,76.091292501,188.569381122,329.207655839,1.0,6.12454717719e-16,0.303829522378,0.0629816790188,0.368057190118,0.0674546186491,0.275070788027,0.0436246037538,0.604426515304,1.0,7.64411530797e-23,0.0379640502409,6.85584655926e-08,0.194520903694,-2.7253895549e-08,-0.0924906485495,3.68286819988e-08,0.232293738765
365,0,train,-3.27272727273,4.96338383838,12.827020202,4.96338383838,14.0643939394,7.41414141414,12.827020202,7.41414141414,-10.7916666667,4.96338383838,14.0643939394,7.41414141414,14.0643939394,-7.40782828283,0.20202020202,7.41414141414,0.20202020202,2.44444444444,12.827020202,7.41414141414,-10.7916666667,7.41414141414,0.20202020202,2.44444444444,-10.7916666667,2.44444444444,-13.029040404,61.6200999161,86.8740113316,116.687739485,187.738457252,199.264049487,439.321317951,1.0,9.96950365901e-16,0.262544863282,0.066279890891,0.168280365691,0.0482270133644,0.174121405275,0.0397863919701,0.515349982357,1.0,1.38900443746e-22,-0.161546977411,-9.00526925548e-08,0.0802750803207,-6.77531809835e-08,0.0320166957243,-8.90845055211e-08,0.184851570751
